CONTROL,JJOBCOMP,JJOBCOMPYR,JJOBCOST,JJOBDIY,JJOBFUNDS,JJOBTYPE,JJOBWORKYR,JOBTYPE,JOBDIY,JOBCOST,JOBCOMP,JOBCOMPYR,JOBWORKYR,JOBFUNDS
'11020678','0','0','0','0','0','0','0','27','2',6000,'1','2','-6','1'
'11020678','0','0','0','0','0','0','0','30','2',1100,'1','2','-6','1'
'11020679','0','0','0','0','0','0','0','16','2',6000,'1','2','-6','4'
'11020680','0','0','0','0','0','0','0','15','2',1800,'1','2','-6','1'
'11020680','0','0','0','0','0','0','0','33','1',400,'1','3','-6','1'
'11020680','0','0','0','0','0','0','0','06','2',8000,'1','3','-6','4'
'11020688','0','0','0','0','0','0','0','17','1',1000,'1','3','-6','1'
'11020689','0','0','0','0','0','0','0','19','2',2500,'1','2','-6','1'
'11020689','0','0','0','0','0','0','0','25','2',2800,'1','1','-6','1'
'11020697','0','0','0','0','0','0','0','13','2',6000,'1','1','-6','1'
'11020697','0','0','0','0','0','0','0','22','2',1500,'1','1','-6','1'
'11020704','0','0','2','0','0','0','0','14','2',3100,'1','2','-6','1'
'11020704','0','0','2','0','0','0','0','16','2',3900,'1','2','-6','1'
'11020704','0','0','2','0','0','0','0','19','2',1100,'1','1','-6','1'
'11020704','0','0','2','0','0','0','0','32','2',1500,'1','1','-6','1'
'11020704','0','0','2','0','0','0','0','35','2',1600,'1','1','-6','1'
'11020708','0','0','0','0','0','0','0','12','1',3000,'1','3','-6','1'
'11020708','0','0','0','0','0','0','0','16','1',5500,'1','3','-6','1'
'11020708','0','0','0','0','0','0','0','22','1',3000,'1','3','-6','1'
'11020710','0','0','2','0','0','0','0','26','2',4400,'1','1','-6','-9'
'11020711','0','0','0','0','0','0','0','16','2',4600,'1','2','-6','4'
'11020711','0','0','0','0','0','0','0','22','2',0,'1','2','-6','7'
'11020715','0','0','0','0','0','0','0','25','1',2000,'1','2','-6','1'
'11020717','0','0','0','0','0','0','0','31','1',550,'1','2','-6','1'
'11020720','0','0','0','0','0','0','0','26','2',3500,'1','3','-6','1'
'11020720','0','0','0','0','0','0','0','02','2',2500,'1','2','-6','1'
'11020728','0','0','0','0','0','0','0','17','2',700,'1','2','-6','1'
'11020728','0','0','0','0','0','0','0','22','2',200,'1','2','-6','1'
'11020728','0','0','0','0','0','0','0','25','2',200,'1','2','-6','1'
'11020728','0','0','0','0','0','0','0','32','2',500,'1','2','-6','1'
'11020731','0','0','0','0','0','0','0','16','2',10000,'2','-6','3','4'
'11020731','0','0','0','0','0','0','0','18','2',12000,'1','2','-6','5'
'11020731','0','0','0','0','0','0','0','24','2',250,'1','2','-6','5'
'11020731','0','0','0','0','0','0','0','36','1',500,'1','3','-6','5'
'11020731','0','0','0','0','0','0','0','02','2',10000,'2','-6','3','4'
'11020733','0','0','0','0','0','0','0','30','1',400,'1','3','-6','1'
'11020734','0','0','0','0','0','0','0','18','2',300,'1','2','-6','1'
'11020735','0','0','0','0','0','0','0','29','2',430,'1','3','-6','1'
'11020736','0','0','0','0','0','0','0','31','2',2000,'1','1','-6','1'
'11020740','0','0','0','0','0','0','0','24','1',58000,'1','3','-6','1'
'11020742','0','0','0','0','0','0','0','29','2',730,'1','2','-6','1'
'11020743','0','0','0','0','0','0','0','18','2',5000,'1','2','-6','1'
'11020743','0','0','0','0','0','0','0','23','2',8300,'1','3','-6','1'
'11020743','0','0','0','0','0','0','0','25','2',8500,'1','2','-6','1'
'11020743','0','0','0','0','0','0','0','32','2',10600,'2','-6','3','1'
'11020744','0','0','0','0','0','0','0','16','1',20000,'1','3','-6','7'
'11020744','0','0','0','0','0','0','0','33','1',1800,'1','3','-6','1'
'11020750','0','0','2','0','0','0','0','11','2',9600,'1','2','-6','1'
'11020754','0','0','0','0','0','0','0','16','2',4000,'1','1','-6','7'
'11020759','0','0','0','0','0','0','0','16','2',10000,'1','2','-6','4'
'11020759','0','0','0','0','0','0','0','24','2',480,'1','3','-6','1'
'11020759','0','0','0','0','0','0','0','26','1',1400,'1','3','-6','1'
'11020759','0','0','0','0','0','0','0','29','2',350,'1','3','-6','1'
'11020759','0','0','0','0','0','0','0','33','2',0,'1','3','-6','1'
'11020761','0','0','0','0','0','0','0','12','2',480,'1','3','-6','1'
'11020761','0','0','0','0','0','0','0','16','2',3300,'1','2','-6','1'
'11020761','0','0','0','0','0','0','0','22','2',70,'1','3','-6','1'
'11020764','0','0','0','0','0','0','0','18','1',20,'1','3','-6','1'
'11020764','0','0','0','0','0','0','0','20','1',70,'1','1','-6','1'
'11020764','0','0','0','0','0','0','0','22','1',30,'1','3','-6','1'
'11020764','0','0','0','0','0','0','0','23','2',20,'1','3','-6','1'
'11020764','0','0','0','0','0','0','0','26','1',4000,'1','1','-6','1'
'11020764','0','0','0','0','0','0','0','29','1',400,'1','3','-6','1'
'11020764','0','0','2','0','0','0','0','33','1',300,'1','3','-6','1'
'11020764','0','0','0','0','0','0','0','36','1',250,'1','3','-6','1'
'11020765','0','0','0','0','0','0','0','27','2',3000,'1','1','-6','1'
'11020767','0','0','0','0','0','0','0','23','2',500,'1','3','-6','1'
'11020767','0','0','0','0','0','0','0','24','2',0,'1','3','-6','1'
'11020778','0','0','0','0','0','0','0','29','2',800,'1','3','-6','1'
'11020785','0','0','2','0','0','0','0','12','2',8200,'1','2','-6','1'
'11020785','0','0','2','0','0','0','0','13','1',1500,'1','2','-6','1'
'11020785','0','0','2','0','0','0','0','15','1',750,'1','2','-6','1'
'11020785','0','0','2','0','0','0','0','16','2',10200,'1','2','-6','1'
'11020785','0','0','2','0','0','0','0','18','1',250,'1','2','-6','1'
'11020785','0','0','2','0','0','0','0','20','1',150,'1','2','-6','1'
'11020785','0','0','2','0','0','0','0','21','1',100,'1','2','-6','1'
'11020785','0','0','2','0','0','0','0','22','1',130,'1','2','-6','1'
'11020785','0','0','2','0','0','0','0','23','1',150,'1','2','-6','1'
'11020785','0','0','2','0','0','0','0','25','1',500,'1','2','-6','1'
'11020785','0','0','2','0','0','0','0','26','1',1500,'1','2','-6','1'
'11020785','0','0','2','0','0','0','0','27','1',750,'1','2','-6','1'
'11020785','0','0','2','0','0','0','0','29','1',250,'1','2','-6','1'
'11020785','0','0','2','0','0','0','0','30','1',160,'1','2','-6','1'
'11020785','0','0','2','0','0','0','0','33','1',300,'1','2','-6','1'
'11020785','0','0','2','0','0','0','0','35','1',500,'1','2','-6','1'
'11020795','0','0','0','0','0','0','0','11','2',19000,'1','1','-6','3'
'11020795','0','0','0','0','0','0','0','15','2',14000,'1','1','-6','3'
'11020795','0','0','0','0','0','0','0','25','2',4000,'1','1','-6','3'
'11020795','0','0','0','0','0','0','0','30','1',1500,'1','2','-6','1'
'11020796','0','0','0','0','0','0','0','24','2',500,'1','3','-6','1'
'11020796','0','0','2','0','0','0','0','33','1',600,'1','3','-6','1'
'11020796','0','0','0','0','0','0','0','36','1',200,'1','3','-6','5'
'11020799','0','0','0','0','0','0','0','24','2',600,'1','3','-6','1'
'11020799','0','0','0','0','0','0','0','26','2',4500,'1','2','-6','3'
'11020799','0','0','0','0','0','0','0','27','2',4500,'1','2','-6','3'
'11020800','0','0','0','0','0','0','0','02','2',1000,'1','3','-6','1'
'11020802','0','0','0','0','0','0','0','24','2',0,'1','2','-6','1'
'11020834','0','0','2','0','0','0','0','12','1',42400,'1','3','-6','1'
'11020834','0','0','0','0','0','0','0','13','2',25000,'1','3','-6','1'
'11020834','0','0','2','0','0','0','0','16','2',6700,'1','2','-6','1'
'11020834','0','0','2','0','0','0','0','18','2',2200,'1','3','-6','1'
'11020834','0','0','2','0','0','0','0','20','2',1300,'1','3','-6','1'
'11020834','0','0','2','0','0','0','0','21','2',1100,'1','3','-6','1'
'11020834','0','0','2','0','0','0','0','22','1',250,'1','3','-6','1'
'11020834','0','0','0','0','0','0','0','23','2',3000,'1','3','-6','1'
'11020834','0','0','0','0','0','0','0','25','2',3000,'1','3','-6','1'
'11020834','0','0','0','0','0','0','0','27','1',3000,'1','3','-6','1'
'11020834','0','0','0','0','0','0','0','30','1',300,'1','3','-6','1'
'11020834','0','0','2','0','0','0','0','36','2',36400,'2','-6','3','1'
'11020834','0','0','2','0','0','0','0','31','2',12500,'1','3','-6','1'
'11020834','0','0','2','0','0','0','0','31','2',6700,'1','3','-6','1'
'11020834','0','0','2','0','0','0','0','37','2',2600,'2','-6','3','1'
'11020838','0','0','0','0','0','0','0','29','2',1000,'1','3','-6','1'
'11020840','0','0','0','0','0','0','0','14','1',1800,'1','2','-6','7'
'11020840','0','0','0','0','0','0','0','30','1',1000,'1','2','-6','1'
'11020840','0','0','0','0','0','0','0','06','1',7500,'1','2','-6','1'
'11020846','0','0','0','0','0','0','0','26','1',11000,'1','3','-6','5'
'11020846','0','0','0','0','0','0','0','27','2',11000,'1','3','-6','5'
'11020851','0','0','0','0','0','0','0','22','1',3200,'1','2','-6','1'
'11020851','0','0','0','0','0','0','0','06','2',600,'1','3','-6','1'
'11020852','0','0','0','0','0','0','0','21','2',5100,'1','2','-6','1'
'11020860','0','0','2','0','0','0','0','29','2',640,'1','3','-6','1'
'11020860','0','0','2','0','0','0','0','30','2',320,'1','2','-6','1'
'11020862','0','0','0','0','0','0','0','24','1',330,'1','2','-6','1'
'11020864','0','0','0','0','0','0','0','18','1',390,'1','3','-6','1'
'11020864','0','0','0','0','0','0','0','31','1',820,'1','3','-6','1'
'11020868','0','0','0','0','0','0','0','14','2',6600,'1','2','-6','6'
'11020868','0','0','0','0','0','0','0','19','1',50,'1','2','-6','1'
'11020870','0','0','0','0','0','0','0','12','2',5000,'1','2','-6','1'
'11020870','0','0','0','0','0','0','0','17','2',8000,'1','1','-6','1'
'11020877','0','0','2','0','0','0','0','34','1',530,'2','-6','3','5'
'11020887','0','0','0','0','0','0','0','12','2',2000,'2','-6','3','1'
'11020887','0','0','0','0','0','0','0','22','2',2000,'1','3','-6','1'
'11020887','0','0','0','0','0','0','0','25','2',2000,'1','3','-6','1'
'11020889','0','0','0','0','0','0','0','13','2',6500,'1','3','-6','1'
'11020889','0','0','0','0','0','0','0','27','2',2800,'1','2','-6','1'
'11020891','0','0','0','0','0','0','0','07','1',0,'1','-9','-6','1'
'11020891','0','0','0','0','0','0','0','12','2',3000,'1','2','-6','5'
'11020891','0','0','2','0','0','0','0','22','2',380,'1','2','-6','5'
'11020891','0','0','2','0','0','0','0','30','2',320,'1','2','-6','7'
'11020891','0','0','2','0','0','0','0','36','2',1300,'1','2','-6','7'
'11020893','0','0','0','0','0','0','0','22','1',300,'1','3','-6','5'
'11020893','0','0','2','0','0','0','0','23','1',250,'1','3','-6','1'
'11020893','0','0','0','0','0','0','0','24','1',350,'1','3','-6','5'
'11020893','0','0','0','0','0','0','0','27','2',750,'1','2','-6','1'
'11020893','0','0','0','0','0','0','0','30','1',300,'1','3','-6','5'
'11020896','0','0','0','0','0','0','0','18','1',500,'1','1','-6','1'
'11020896','0','0','0','0','0','0','0','21','1',300,'1','3','-6','1'
'11020896','0','0','0','0','0','0','0','24','2',400,'1','3','-6','1'
'11020896','0','0','0','0','0','0','0','32','2',1500,'1','3','-6','1'
'11020900','0','0','2','0','0','0','0','12','2',10100,'1','2','-6','1'
'11020900','0','0','2','0','0','0','0','13','2',15200,'1','2','-6','1'
'11020900','0','0','2','0','0','0','0','22','2',1200,'1','2','-6','1'
'11020900','0','0','2','0','0','0','0','23','2',1700,'1','2','-6','1'
'11020900','0','0','2','0','0','0','0','25','2',4800,'1','2','-6','1'
'11020900','0','0','2','0','0','0','0','27','2',5800,'1','2','-6','1'
'11020900','0','0','2','0','0','0','0','30','2',790,'1','2','-6','1'
'11020900','0','0','2','0','0','0','0','36','2',2900,'1','3','-6','1'
'11020901','0','0','0','0','0','0','0','29','1',600,'1','2','-6','1'
'11020901','0','0','0','0','0','0','0','33','1',3000,'1','2','-6','1'
'11020908','0','0','0','0','0','0','0','12','2',1800,'1','3','-6','7'
'11020916','0','0','0','0','0','0','0','27','2',2000,'1','1','-6','1'
'11020916','0','0','0','0','0','0','0','29','1',250,'1','1','-6','1'
'11020921','0','0','0','0','0','0','0','18','1',6000,'1','3','-6','1'
'11020922','0','0','0','0','0','0','0','16','1',0,'1','2','-6','7'
'11020924','0','0','0','0','0','0','0','18','2',0,'1','3','-6','4'
'11020924','0','0','0','0','0','0','0','25','2',8000,'1','3','-6','4'
'11020924','0','0','0','0','0','0','0','28','1',600,'1','3','-6','1'
'11020924','0','0','0','0','0','0','0','36','1',6000,'1','3','-6','1'
'11020927','0','0','0','0','0','0','0','14','2',38000,'1','1','-6','1'
'11020927','0','0','0','0','0','0','0','35','2',20000,'1','1','-6','1'
'11020928','0','0','2','0','0','0','0','08','2',18900,'1','3','-6','1'
'11020928','0','0','2','0','0','0','0','12','2',9600,'1','3','-6','1'
'11020928','0','0','2','0','0','0','0','17','2',7200,'1','3','-6','1'
'11020928','0','0','2','0','0','0','0','18','2',4000,'1','3','-6','1'
'11020928','0','0','2','0','0','0','0','21','2',1900,'1','3','-6','1'
'11020928','0','0','2','0','0','0','0','22','2',960,'2','-6','3','1'
'11020928','0','0','2','0','0','0','0','23','2',1600,'1','3','-6','1'
'11020928','0','0','2','0','0','0','0','25','2',4800,'1','3','-6','1'
'11020928','0','0','0','0','0','0','0','33','2',3000,'1','3','-6','1'
'11020928','0','0','0','0','0','0','0','36','2',63000,'1','2','-6','1'
'11020928','0','0','2','0','0','0','0','31','2',3200,'1','3','-6','1'
'11020935','0','0','0','0','0','0','0','23','2',50,'2','-6','3','1'
'11020935','0','0','0','0','0','0','0','29','2',750,'1','2','-6','1'
'11020937','0','0','0','0','0','0','0','29','2',1100,'1','3','-6','1'
'11020938','0','0','0','0','0','0','0','18','1',0,'1','3','-6','7'
'11020938','0','0','0','0','0','0','0','24','2',2000,'1','2','-6','6'
'11020938','0','0','0','0','0','0','0','33','1',900,'1','3','-6','1'
'11020942','0','0','0','0','0','0','0','25','2',500,'1','1','-6','1'
'11020944','0','0','0','0','0','0','0','18','1',200,'1','1','-6','1'
'11020951','0','0','0','0','0','0','0','15','2',2500,'1','2','-6','1'
'11020951','0','0','0','0','0','0','0','20','2',0,'1','1','-6','7'
'11020956','0','0','0','0','0','0','0','23','2',200,'1','1','-6','1'
'11020960','0','0','2','2','0','0','0','26','2',8000,'-9','-6','-9','-9'
'11020960','0','0','2','2','0','0','0','32','2',4800,'-9','-6','-9','-9'
'11020960','0','0','2','2','0','0','0','36','2',3200,'-9','-6','-9','-9'
'11020961','0','0','0','0','0','0','0','16','1',3000,'1','2','-6','1'
'11020961','0','0','0','0','0','0','0','32','1',300,'1','2','-6','1'
'11020971','0','0','0','0','0','0','0','16','2',5400,'1','1','-6','4'
'11020979','0','0','0','0','0','0','0','26','2',37000,'1','3','-6','6'
'11020979','0','0','0','0','0','0','0','27','2',0,'1','3','-6','6'
'11020979','0','0','0','0','0','0','0','29','2',2000,'1','3','-6','1'
'11020979','0','0','0','0','0','0','0','30','2',1500,'1','3','-6','1'
'11020979','0','0','0','0','0','0','0','32','2',20000,'1','2','-6','1'
'11020979','0','0','0','0','0','0','0','36','2',0,'1','2','-6','1'
'11020981','0','0','2','2','0','0','0','08','2',25700,'-9','-6','-9','-9'
'11020981','0','0','0','0','0','0','0','11','2',3000,'2','-6','3','4'
'11020981','0','0','0','0','0','0','0','19','2',5000,'1','2','-6','5'
'11020981','0','0','0','0','0','0','0','21','2',50,'1','2','-6','1'
'11020981','0','0','0','0','0','0','0','22','2',800,'1','3','-6','1'
'11020981','0','0','0','0','0','0','0','25','2',5500,'1','2','-6','1'
'11020981','0','0','0','0','0','0','0','32','2',600,'1','2','-6','1'
'11020981','0','0','0','0','0','0','0','36','2',400,'1','3','-6','1'
'11020981','0','0','0','0','0','0','0','31','2',2000,'1','2','-6','5'
'11020981','0','0','2','2','0','0','0','31','2',1100,'-9','-6','-9','-9'
'11020981','0','0','0','0','0','0','0','31','2',600,'1','2','-6','1'
'11020981','0','0','2','0','0','0','0','37','2',5500,'-9','-6','-9','-9'
'11020981','0','0','2','0','0','0','0','37','2',-9,'-9','-6','-9','-9'
'11020984','0','0','0','0','0','0','0','12','1',2500,'2','-6','3','1'
'11020984','0','0','0','0','0','0','0','18','1',700,'1','2','-6','1'
'11020984','0','0','0','0','0','0','0','22','1',0,'2','-6','3','1'
'11020984','0','0','0','0','0','0','0','23','1',30,'1','2','-6','1'
'11020984','0','0','0','0','0','0','0','24','2',0,'1','2','-6','1'
'11020984','0','0','0','0','0','0','0','34','1',600,'2','-6','3','1'
'11020988','0','0','0','0','0','0','0','35','1',500,'1','2','-6','1'
'11020994','0','0','0','0','0','0','0','18','2',5500,'1','1','-6','1'
'11020996','0','0','2','0','0','0','0','24','1',250,'2','-6','1','1'
'11021006','0','0','0','0','0','0','0','19','2',800,'1','1','-6','1'
'11021006','0','0','0','0','0','0','0','36','2',900,'1','3','-6','1'
'11021014','0','0','0','0','0','0','0','26','2',4000,'1','2','-6','1'
'11021014','0','0','0','0','0','0','0','27','2',4000,'1','2','-6','1'
'11021021','0','0','0','0','0','0','0','24','1',150,'1','3','-6','1'
'11021025','0','0','0','0','0','0','0','22','1',250,'1','3','-6','1'
'11021025','0','0','0','0','0','0','0','30','1',1000,'1','3','-6','1'
'11021027','0','0','0','0','0','0','0','16','2',300,'1','2','-6','1'
'11021027','0','0','2','0','0','0','0','22','2',380,'1','2','-6','1'
'11021027','0','0','0','0','0','0','0','30','2',350,'1','2','-6','1'
'11021030','0','0','0','0','0','0','0','23','2',500,'1','2','-6','1'
'11021030','0','0','0','0','0','0','0','25','2',1500,'1','3','-6','1'
'11021032','0','0','0','0','0','0','0','18','2',8000,'1','2','-6','5'
'11021032','0','0','0','0','0','0','0','06','2',8000,'1','2','-6','5'
'11021042','0','0','2','0','0','0','0','12','2',7200,'1','3','-6','1'
'11021042','0','0','2','0','0','0','0','21','2',1300,'1','3','-6','1'
'11021042','0','0','2','0','0','0','0','22','2',720,'1','3','-6','1'
'11021042','0','0','0','0','0','0','0','24','1',250,'1','2','-6','1'
'11021042','0','0','0','0','0','0','0','33','1',150,'1','3','-6','1'
'11021046','0','0','0','0','0','0','0','22','1',150,'1','3','-6','1'
'11021046','0','0','0','0','0','0','0','25','2',7000,'1','3','-6','1'
'11021046','0','0','0','0','0','0','0','30','2',1000,'1','3','-6','1'
'11021048','0','0','0','0','0','0','0','16','2',11000,'1','3','-6','7'
'11021064','0','0','0','0','0','0','0','12','1',5000,'1','3','-6','1'
'11021064','0','0','0','0','0','0','0','16','2',10000,'1','1','-6','5'
'11021064','0','0','0','0','0','0','0','22','1',5000,'1','3','-6','1'
'11021065','0','0','0','0','0','0','0','16','2',11000,'1','1','-6','1'
'11021066','0','0','0','0','0','0','0','24','1',500,'1','3','-6','1'
'11021066','0','0','0','0','0','0','0','34','2',7000,'1','2','-6','1'
'11021072','0','0','0','0','0','0','0','18','2',17000,'1','1','-6','6'
'11021076','0','0','0','0','0','0','0','23','2',1500,'1','1','-6','1'
'11021076','0','0','0','0','0','0','0','30','1',190,'1','1','-6','1'
'11021082','0','0','0','0','0','0','0','12','2',13000,'1','3','-6','3'
'11021082','0','0','0','0','0','0','0','21','2',0,'1','3','-6','3'
'11021082','0','0','0','0','0','0','0','22','2',0,'1','3','-6','3'
'11021082','0','0','0','0','0','0','0','25','1',2800,'1','3','-6','3'
'11021082','0','0','0','0','0','0','0','29','2',0,'1','3','-6','3'
'11021093','0','0','0','0','0','0','0','12','2',5000,'1','1','-6','1'
'11021093','0','0','0','0','0','0','0','13','2',4000,'1','1','-6','1'
'11021093','0','0','0','0','0','0','0','16','2',15000,'1','1','-6','4'
'11021093','0','0','0','0','0','0','0','17','2',9300,'1','3','-6','1'
'11021093','0','0','0','0','0','0','0','18','2',3000,'1','1','-6','1'
